"title","estimate","all consumer units","less than $5,000","$5,000 to $9,999","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $69,999","$70,000 and over"
"      Recreation expenses, out-of-town trips                ","SE",0.94,1.09,0.85,2.29,2.34,2.5,1.3,1.29,1.84,2.71
"      Social, recreation, health club membership            ","MEAN",155.67,52.01,61.34,22,45.64,38.33,70.64,90.78,120.45,329.18
"      Social, recreation, health club membership            ","SE",8.65,14.64,40.7,3.52,12.7,4.05,8.51,8.45,12.67,19.4
"      Fees for participant sports                           ","MEAN",74.82,13.77,11.9,13.75,32.61,53.18,36.16,38.04,49.27,151.39
"      Fees for participant sports                           ","SE",4.57,3.48,2.86,4.3,6.25,12.36,3.32,5.03,6.42,9.46
"      Participant sports, out-of-town trips                 ","MEAN",20.93,1.72,0.18,3.02,4.14,3.15,7.66,9.89,8.83,51.38
"      Participant sports, out-of-town trips                 ","SE",1.96,0.66,0.13,2.43,2,1.51,2.5,3.25,1.68,5.54
"      Movie, theater, amusement parks, and other (thru      ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Play, theater, opera, concert (new UCC Q20132)        ","MEAN",45.58,6.64,7.82,8.36,19.46,16.28,26.74,31.7,37.6,91.25
"      Play, theater, opera, concert (new UCC Q20132)        ","SE",2.54,1.72,3.09,2.86,6.31,3.45,4.82,6.66,5.35,5.8
"      Movies, parks, museums (new UCC Q20132)               ","MEAN",58.71,21.81,15.49,17.89,19.36,22.03,30.83,46.14,56.1,110.79
"      Movies, parks, museums (new UCC Q20132)               ","SE",2.71,3.93,2.74,2.55,2.79,2.5,3.8,4.38,3.87,5.92
"      Movie, other admissions, out-of-town trips            ","MEAN",52.39,7.44,13.68,6.22,12.68,22,28.17,32.15,40.51,108.81
"      Movie, other admissions, out-of-town trips            ","SE",3.63,2.18,8.42,3.03,4.3,3.87,5.15,4.6,4.32,9.51
"      Admission to sporting events                          ","MEAN",43.31,13.2,9.25,23.2,15.82,5.56,14.19,24.06,28.51,94.7
"      Admission to sporting events                          ","SE",3.19,6.15,3.88,15.08,4.5,1.36,5.17,6.8,4.99,7.74
"      Admission to sports events, out-of-town trips         ","MEAN",17.45,2.48,4.56,2.07,4.23,7.33,9.38,10.7,13.5,36.25
"      Admission to sports events, out-of-town trips         ","SE",1.21,0.73,2.81,1.01,1.43,1.29,1.72,1.53,1.44,3.17
"      Fees for recreational lessons                         ","MEAN",99.58,27.13,16.4,11.17,17.68,14.68,24.87,33,60.48,240.38
"      Fees for recreational lessons                         ","SE",6.02,13.76,14.1,3.3,4.94,4.93,5.14,6.48,8.81,16.77
"      Other entertainment services, out-of-town trips       ","MEAN",18.99,4.33,2.76,4.9,6.17,7.84,10.26,10.35,17.09,37.99
"      Other entertainment services, out-of-town trips       ","SE",0.94,1.09,0.85,2.29,2.34,2.5,1.3,1.29,1.84,2.71
"    Audio and visual equipment and services                 ","MEAN",969.99,537.43,527.42,569.27,703.76,747.85,848.33,917.46,1016.44,1324.92
"    Audio and visual equipment and services                 ","SE",14.62,32.03,27.69,22.6,20.68,26.73,23.63,25,21.45,21.3
"      Stereos, radios, speakers, and sound components       ","MEAN",11.2,2.01,3.44,2.18,1.49,4.17,4.92,13.98,14.83,19.26
"      Stereos, radios, speakers, and sound components       ","SE",0.96,1.08,1.62,0.62,0.57,0.92,1.31,3.98,4.32,2.29
"      Televisions                                           ","MEAN",87.29,64.18,51.79,30.22,49.41,54.18,60.35,87.87,85.16,134.14
"      Televisions                                           ","SE",4.44,26.77,10.75,7.91,10.26,9.2,7.05,16.64,8.71,10.21
"      Cable and satellite television services               ","MEAN",723.3,416.71,409.4,478.39,582.23,600.38,672.18,696,769.44,926.64
"      Cable and satellite television services               ","SE",10.61,30.12,26.27,19.58,18.82,17.18,19.26,17.88,14.3,12.99
"      Satellite radio service                               ","MEAN",14.75,5.97,3.2,7.62,6.75,9.53,12.55,11.17,19.05,21.97
"      Satellite radio service                               ","SE",1.08,1.9,1.49,2.33,2.07,2.51,2.65,1.84,3.12,2.1
"      Online gaming services                                ","MEAN",2.93,1.4,3.14,0.96,1.85,1.64,2.15,2.07,3.4,4.45
"      Online gaming services                                ","SE",0.38,0.75,1.11,0.47,0.74,0.45,0.75,0.95,0.82,0.79
"      VCR''s and video disc players                         ","MEAN",6.27,1.17,2.12,2.09,5.22,4.06,4.83,5.71,7.36,9.44
"      VCR''s and video disc players                         ","SE",0.59,0.59,1,0.95,3.91,1.46,1.1,1.22,2.18,1.22
"      Video cassettes, tapes, and discs                     ","MEAN",13.36,5.33,7.58,5.01,7.94,9.78,9.27,10.56,15.63,20.2
"      Video cassettes, tapes, and discs                     ","SE",0.8,1.26,1.68,0.86,1.43,2.63,1.2,1.49,1.79,1.37
"      Video game software                                   ","MEAN",12.14,7.59,8.43,4.35,5.1,9.23,10.23,9.85,12.62,18.14
"      Video game software                                   ","SE",0.91,2.49,2.35,1.09,1.31,1.76,1.62,2.38,1.94,1.73
"      Video game hardware and accessories                   ","MEAN",20.5,5.04,11.1,8.36,5.88,16.49,15.35,19.63,19.11,32.9
"      Video game hardware and accessories                   ","SE",1.39,1.52,3.98,2.05,2.35,3.53,3.21,4.37,3.02,3.1
"      Streaming, downloading video                          ","MEAN",17.8,8.27,9.12,7.38,7.63,9.05,10.29,14.19,18.02,30.49
"      Streaming, downloading video                          ","SE",0.7,1.35,2.01,1.47,1.26,0.94,1.21,1.53,1.8,1.13
"      Applications, games, ringtones for handheld devices   ","MEAN",1.99,0.64,0.45,1.25,3.16,0.99,1.5,1.29,1.1,3.34
"      Applications, games, ringtones for handheld devices   ","SE",0.27,0.46,0.26,0.57,1.99,0.33,0.56,0.35,0.21,0.52
"      Repair of tv, radio, and sound equipment              ","MEAN",2.52,0.21,1.09,0.08,0.44,1.39,4.86,1.64,2.73,3.72
"      Repair of tv, radio, and sound equipment              ","SE",0.55,0.17,0.77,0.08,0.28,0.64,4.04,0.74,0.82,0.93
"      Rental of televisions                                 ","MEAN",0.58,0,0,1.44,1.69,2.3,0.45,0.2,0.28,0
"      Rental of televisions                                 ","SE",0.25,0,0,1.08,1.27,1.77,0.34,0.2,0.22,0
"      Radios (thru Q20131)                                  ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Tape recorders and players (thru Q20131)              ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Personal digital audio players                        ","MEAN",3.03,2.42,1.35,1.27,1.74,1.85,1.22,3.79,2.02,5.13
"      Personal digital audio players                        ","SE",0.35,1.64,1.08,0.76,1.46,0.94,0.96,1.87,0.77,0.87
"      Sound components and component systems (thru Q20131)  ","MEAN",0,0,0,0,0,0,0,0,0,0
"      CDs, records, audio tapes                             ","MEAN",7.97,2.04,1.82,3.02,1.78,2.63,5.22,6.45,5.3,16
"      CDs, records, audio tapes                             ","SE",0.49,0.91,0.41,0.64,0.44,0.85,1.16,1.29,0.64,1.22
"      Streaming, downloading audio                          ","MEAN",3.61,2.88,0.61,1.89,1.26,1.25,1.8,1.64,3.4,6.88
"      Streaming, downloading audio                          ","SE",0.3,1.12,0.29,1.32,0.39,0.4,0.41,0.36,0.65,0.71
"      Rental of VCR, radio, and sound equipment             ","MEAN",0.57,0,0.11,0,0.98,3.31,0.67,0,0,0.14
"      Rental of VCR, radio, and sound equipment             ","SE",0.34,0,0.11,0,0.88,2.68,0.39,0,0,0.09
"      Musical instruments and accessories                   ","MEAN",17.93,1.21,4.93,4.16,5.49,4.17,14.68,12.74,15.01,35.47
"      Musical instruments and accessories                   ","SE",2.94,0.52,2.66,1.61,2.3,1.27,5.31,3.26,5.19,8.89
"      Rental and repair of musical instruments              ","MEAN",1.51,0,0,0.18,0.94,0.66,0.57,2.34,0.64,3.01
"      Rental and repair of musical instruments              ","SE",0.3,0,0,0.18,0.46,0.32,0.31,1.54,0.27,0.69
"      Rental of video cassettes, tapes, films, and discs    ","MEAN",12.62,4.69,5.93,6.15,8.04,8.16,10.41,11.17,14.31,18.63
"      Rental of video cassettes, tapes, films, and discs    ","SE",0.67,0.9,1.42,1.23,1.13,1.44,1.32,1.29,1.3,1.13
"      Rental of video hardware/accessories                  ","MEAN",0.05,0.61,0,0,0,0,0.03,0.22,0,0
"      Rental of video hardware/accessories                  ","SE",0.04,0.6,0,0,0,0,0.03,0.23,0,0
"      Rental of video software                              ","MEAN",0.67,0.74,0.17,0.02,0.3,0.34,0.58,0.29,0.63,1.17
"      Rental of video software                              ","SE",0.1,0.62,0.08,0.02,0.13,0.1,0.21,0.13,0.28,0.21
"      Accesories and other sound equipment                  ","MEAN",5.6,4.17,0.49,3.07,3.65,1.64,2.46,2.67,4.93,10.71
"      Accesories and other sound equipment                  ","SE",0.48,1.66,0.32,1.09,1.45,0.39,0.98,1.29,0.96,1.24
"      Satellite dishes                                      ","MEAN",1.15,0.15,0.12,0.15,0.79,0.52,0.38,0.72,1.09,2.29
"      Satellite dishes                                      ","SE",0.29,0.15,0.11,0.12,0.62,0.37,0.31,0.58,0.58,0.7
"      Installation of televisions                           ","MEAN",0.49,0,1.04,0,0,0.09,1.38,0.49,0.41,0.59
"      Installation of televisions                           ","SE",0.18,0,1.03,0,0,0.09,1.36,0.38,0.22,0.21
"      Installation of satellite television equipment        ","MEAN",0,0,0,0,0,0,0,0,0,0
"      Installation of sound systems                         ","MEAN",0.08,0,0,0,0,0.04,0,0.75,0,0.04
"      Installation of sound systems                         ","SE",0.05,0,0,0,0,0.04,0,0.56,0,0.03
"      Installation of other video equipment or sound systems","MEAN",0.06,0,0,0,0,0,0,0,0,0.19
"      Installation of other video equipment or sound systems","SE",0.04,0,0,0,0,0,0,0,0,0.12
"    Pets, toys, hobbies, and playground equipment           ","MEAN",392.82,148.8,121.45,112.35,148.12,235.95,264.49,290.74,393.61,684.17
"    Pets, toys, hobbies, and playground equipment           ","SE",16.24,22.99,21.62,13.13,15.71,28.79,18.53,22.93,24.3,31.78
"      Pets                                                  ","MEAN",305.47,112.93,89.34,94.07,117.35,184.72,203.52,218.78,306.28,533.38
"      Pets                                                  ","SE",14.83,20.87,19.45,12.06,15.04,25.73,17.73,20.71,23.81,29.97
"        Pet purchase, supplies, medicine                    ","MEAN",133.83,55.37,48.52,52.41,61.66,85.8,91.35,100.38,134.16,223.97
"        Pet purchase, supplies, medicine                    ","SE",10.91,7.85,12.25,8.22,7.51,13.14,6.28,10.59,12.15,22.83
"        Pet services                                        ","MEAN",44.68,12.08,10.36,13.66,13.2,20.13,21.66,31.67,35,88.97
"        Pet services                                        ","SE",2.72,2.43,5.4,2.59,3.31,6.17,3.98,6.05,4.8,5.53
"        Vet services                                        ","MEAN",126.96,45.47,30.47,28.01,42.49,78.78,90.52,86.72,137.11,220.44
"        Vet services                                        ","SE",7.07,15.82,9.26,6.36,10.56,16.88,13.41,13.96,17.59,14.39
"      Toys, games, arts and crafts, and tricycles           ","MEAN",81.17,30.21,31.7,18.1,29.68,48.33,57.69,65.87,84.16,138.34
"      Toys, games, arts and crafts, and tricycles           ","SE",3.6,8.43,7.72,3.28,4.28,6.27,7.23,6.4,6.47,7.78
"      Stamp and coin collecting                             ","MEAN",2.62,2.65,0.21,0.09,1.09,0.82,1.45,2.7,1.42,5.18
"      Stamp and coin collecting                             ","SE",0.7,2.54,0.16,0.04,0.51,0.6,0.71,1.87,0.53,2.01
"      Playground equipment                                  ","MEAN",3.55,3.02,0.2,0.09,0,2.09,1.83,3.4,1.75,7.25
"      Playground equipment                                  ","SE",0.96,2.65,0.21,0.07,0,1.23,1.55,2.05,0.56,2.77
"    Other entertainment supplies, equipment, and services   ","MEAN",384.47,91.59,63.59,63.28,67.87,71.55,230.78,285.09,327.13,797.74
"    Other entertainment supplies, equipment, and services   ","SE",33.88,20.55,17.24,17.36,21.14,13.09,117.77,71.34,74.22,94.27
"      Unmotored recreational vehicles                       ","MEAN",60.19,1.23,0,3.1,2.39,0.53,112.13,10.72,135.98,83.77
"      Unmotored recreational vehicles                       ","SE",17.81,1.25,0,3.15,2.42,0.54,113.53,5.78,72.24,26.15
"        Boat without motor and boat trailers                ","MEAN",5.36,1.23,0,0,2.39,0.53,1.14,1.63,3.79,12.88
"        Boat without motor and boat trailers                ","SE",3.29,1.25,0,0,2.42,0.54,1.1,1.65,3.13,9.77
"        Trailer and other attachable campers                ","MEAN",54.82,0,0,3.1,0,0,110.99,9.09,132.19,70.89
"        Trailer and other attachable campers                ","SE",18.03,0,0,3.15,0,0,113.49,5.53,72.49,27.4
"      Motorized recreational vehicles                       ","MEAN",104.55,0,9.67,0,3.44,11.73,32.63,120.63,12.63,261.08
"      Motorized recreational vehicles                       ","SE",28.86,0,10.29,0,3.41,8.23,25.1,57.95,9.68,81.33
"        Purchase of motorized camper                        ","MEAN",33.24,0,0,0,0,0,0,30.81,0,91.82
"        Purchase of motorized camper                        ","SE",21.96,0,0,0,0,0,0,31.09,0,65.04
"        Purchase of other vehicle                           ","MEAN",21.59,0,0,0,0,11.73,6.31,49.86,12.17,40.5
"        Purchase of other vehicle                           ","SE",6.15,0,0,0,0,8.23,6.38,31.12,9.63,15.36
"        Purchase of boat with motor                         ","MEAN",49.73,0,9.67,0,3.44,0,26.32,39.95,0.47,128.76
"        Purchase of boat with motor                         ","SE",12.85,0,10.29,0,3.41,0,19.38,33.81,0.57,35.11
"      Rental of recreational vehicles                       ","MEAN",15.21,18.75,1.16,2.61,1.25,7.26,5.05,5.67,7.65,33.22
"      Rental of recreational vehicles                       ","SE",2.09,12.92,1.29,2.12,0.92,4.45,1.84,2.53,2.08,5.64
"        Rental noncamper trailer                            ","MEAN",0.36,0,0,0,0.06,0,0.23,0.55,0.98,0.43
"        Rental noncamper trailer                            ","SE",0.17,0,0,0,0.07,0,0.23,0.37,0.95,0.28
"        Boat and trailer rental out-of-town trips           ","MEAN",1.22,0,0,0.04,0.07,0.29,1.06,0.76,0.19,2.92
"        Boat and trailer rental out-of-town trips           ","SE",0.61,0,0,0.04,0.07,0.29,0.95,0.7,0.2,1.76
"        Rental of campers on out-of-town trips              ","MEAN",0.14,0,0,0,0,0,0,0,0,0.43
"        Rental of campers on out-of-town trips              ","SE",0.12,0,0,0,0,0,0,0,0,0.36
"        Rental of other vehicles on out-of-town trips       ","MEAN",9.41,12.95,1.16,2.57,1.12,2.09,3.67,4.19,4.87,20.48
"        Rental of other vehicles on out-of-town trips       ","SE",1.03,7.85,1.29,2.12,0.92,0.97,1.55,2.35,1.57,2.35
"        Rental of boat                                      ","MEAN",0.56,0,0,0,0,0.07,0.1,0.06,0.82,1.28
"        Rental of boat                                      ","SE",0.25,0,0,0,0,0.07,0.07,0.05,0.5,0.66
"        Rental of motorized camper                          ","MEAN",1.06,5.69,0,0,0,0,0,0,0,2.36
"        Rental of motorized camper                          ","SE",0.56,5.83,0,0,0,0,0,0,0,1.46
"        Rental of other RV''s                               ","MEAN",2.46,0.11,0,0,0,4.81,0,0.12,0.79,5.31
"        Rental of other RV''s                               ","SE",1.48,0.11,0,0,0,4.36,0,0.1,0.42,4.14
"      Outboard motors                                       ","MEAN",0.91,0,0,0,3.84,0,0.59,2.35,1.59,0.49
"      Outboard motors                                       ","SE",0.38,0,0,0,3.83,0,0.71,1.73,1.36,0.31
"      Docking and landing fees                              ","MEAN",6.04,0.07,0,0,0.12,2.36,0.63,9.07,1.9,13.9
"      Docking and landing fees                              ","SE",1.57,0.06,0,0,0.11,2.12,0.58,8.43,1.07,4.1
"      Sports, recreation and exercise equipment             ","MEAN",129.65,42.6,33.71,46.85,30.65,31.7,64.14,106.9,123.24,252.61
"      Sports, recreation and exercise equipment             ","SE",7.11,10.74,7.34,15.52,5.95,5.56,6.68,24.55,15.19,15.09
"        Athletic gear, game tables, and exercise equipment  ","MEAN",49.43,16.51,16.61,9.86,9.28,11.89,23.13,20.04,48.83,103
"        Athletic gear, game tables, and exercise equipment  ","SE",4.3,7.15,4.9,2.64,2.44,2.81,3.05,3,10.31,10.45
"        Bicycles                                            ","MEAN",20.01,8.02,5.23,8.81,7.24,5.12,7.38,24.47,11.41,39.85
"        Bicycles                                            ","SE",1.94,3.24,2.79,3.48,2.66,1.21,2.56,8.13,2.59,5.45
"        Camping equipment                                   ","MEAN",10.18,2.57,1.58,2.74,1.61,2.34,8.82,25.88,9.59,14.75
"        Camping equipment                                   ","SE",1.85,1.06,0.82,1.6,0.85,0.68,2.78,19.4,2.27,1.65
"        Hunting and fishing equipment                       ","MEAN",31,9.76,7.13,19.3,9.48,9.1,16.26,19.65,38.07,55.63
"        Hunting and fishing equipment                       ","SE",3.47,3.95,4.21,11.34,3.58,3.88,3.61,4.5,7.13,7.3
"        Winter sports equipment                             ","MEAN",4.43,4.37,1.05,0.54,1.65,1.94,1.34,1.19,3.19,9.37
"        Winter sports equipment                             ","SE",0.58,3.25,0.63,0.42,1.29,1.09,0.88,0.66,1.32,1.39
"        Water sports equipment                              ","MEAN",4.76,0.26,0.44,0.7,0.2,0.4,1.78,0.98,1.46,12.46
"        Water sports equipment                              ","SE",1.34,0.15,0.38,0.48,0.2,0.28,0.52,0.38,0.62,3.93
"        Other sports equipment                              ","MEAN",7.89,1.1,0.56,4.87,1.03,0.83,4.08,14.11,9.03,13.22
"        Other sports equipment                              ","SE",1.33,0.79,0.54,3.68,0.48,0.48,0.87,10.52,2.25,2.66
"        Rental and repair of miscellaneous sports equipment ","MEAN",1.93,0,1.11,0.02,0.17,0.07,1.35,0.59,1.66,4.33
"        Rental and repair of miscellaneous sports equipment ","SE",0.38,0,0.9,0.02,0.13,0.07,0.97,0.33,0.86,0.98
"      Photographic equipment, supplies and services         ","MEAN",43.09,8.49,12.48,9.4,22.96,16.02,12.98,25.78,29.41,91.49
"      Photographic equipment, supplies and services         ","SE",3.88,3.15,5.91,5.39,15.66,3.23,3.01,5.31,4.7,10.64
"        Film                                                ","MEAN",0.49,0.45,0.09,0.25,0.77,0.34,0.48,0.38,0.83,0.49
"        Film                                                ","SE",0.1,0.37,0.07,0.11,0.49,0.14,0.26,0.16,0.35,0.16
"        Photo processing                                    ","MEAN",4.9,1.59,0.96,1.75,1.76,1.81,2.15,3.78,4.47,9.49
"        Photo processing                                    ","SE",0.44,0.56,0.55,0.96,0.55,0.56,0.54,0.87,0.89,1.08
"        Repair and rental of photographic equipment         ","MEAN",0.39,0,0.02,0,0,0.73,0,0.72,0.26,0.63
"        Repair and rental of photographic equipment         ","SE",0.12,0,0.02,0,0,0.54,0,0.71,0.23,0.27
"        Photographic equipment                              ","MEAN",19.14,5.45,6.21,0.66,19.61,6.03,5.67,8.79,14.15,39.83
"        Photographic equipment                              ","SE",2.13,2.95,3.31,0.36,15.85,2.21,2.05,2.49,3.44,5.71
"        Photographer fees                                   ","MEAN",18.16,1.01,5.19,6.75,0.83,7.11,4.68,12.11,9.7,41.06
"        Photographer fees                                   ","SE",2.81,0.72,5.07,4.5,0.41,2.29,1.85,4.8,2.6,7.58
"      Live entertainment for catered affairs                ","MEAN",9.13,2.7,3.79,0.97,3.22,0.77,0.14,0.78,4.21,23.48
"      Live entertainment for catered affairs                ","SE",3.39,1.59,2.77,0.53,2.57,0.71,0.1,0.47,2.05,9.99
"      Rental of party supplies for catered affairs          ","MEAN",15.7,17.76,2.78,0.36,0,1.17,2.49,3.19,10.51,37.72
"      Rental of party supplies for catered affairs          ","SE",4.3,14.27,2.54,0.39,0,0.56,1,1.47,5.64,12.27
"  Personal care products and services                       ","MEAN",298.74,98.12,95.01,113.97,151.98,192.69,198.25,221.25,268.52,518.29
"  Personal care products and services                       ","SE",5.58,11.18,9.55,9.38,9.43,9.09,8.3,6.72,7.17,9.67
"    Wigs and hairpieces                                     ","MEAN",3.28,1.01,1.23,3.44,1.88,3.67,4.71,1.99,3.58,3.73
"    Wigs and hairpieces                                     ","SE",0.56,0.66,0.64,1.52,0.89,1.14,1.54,0.66,1.14,1.52
"    Electric personal care appliances                       ","MEAN",7.46,2.19,4.94,3.43,2.81,6.16,4.04,4.67,8.39,12.06
"    Electric personal care appliances                       ","SE",0.43,0.6,1.36,0.74,0.62,0.83,0.73,0.87,1.29,0.95
"    Personal care services                                  ","MEAN",288,94.92,88.84,107.1,147.3,182.86,189.51,214.59,256.55,502.5
"    Personal care services                                  ","SE",5.43,10.94,8.86,8.98,9.16,8.46,7.87,6.57,6.78,9.31
"  Reading                                                   ","MEAN",102.9,36.95,31.74,41.77,74.67,62.43,80.23,78.41,91.63,170.81
"  Reading                                                   ","SE",3.59,6.97,4.58,4.75,8.13,4.45,6.98,5.25,6.55,7.2
"    Newspaper, magazine by subscription                     ","MEAN",34.11,9.08,10.36,16.06,35.02,27,28.77,29.62,31.5,50.35
"    Newspaper, magazine by subscription                     ","SE",1.42,2.08,2.03,2.31,4.37,2.25,2.61,2.78,2.89,3.16
"    Newspaper, magazine non-subscription                    ","MEAN",8.08,5.45,3.97,3.62,7.48,7.96,11.07,6.89,6.19,10.15
"    Newspaper, magazine non-subscription                    ","SE",0.61,1.41,1.27,0.89,1.43,1.02,1.57,1.34,0.82,1.19
"    Books thru book clubs                                   ","MEAN",3.19,0.56,0.46,1,1.98,1.08,1.71,1.67,3.86,5.89
"    Books thru book clubs                                   ","SE",0.4,0.3,0.36,0.41,0.95,0.32,0.56,0.53,1.29,0.93
"    Books not thru book clubs                               ","MEAN",28.61,13.47,8.42,8.08,16.34,12.78,14.49,22.23,20.46,54.69
"    Books not thru book clubs                               ","SE",1.79,3.9,2.29,1.33,3.7,2.17,1.91,3.57,2.08,3.95
"    Encyclopedia and other sets of reference books          ","MEAN",0.37,0.08,0,0,0,0.06,0.2,0.3,0.35,0.77
"    Encyclopedia and other sets of reference books          ","SE",0.17,0.07,0,0,0,0.05,0.16,0.17,0.29,0.5
"    Digital book readers                                    ","MEAN",28.54,8.3,8.54,13.02,13.85,13.56,23.98,17.7,29.27,48.96
"    Digital book readers                                    ","SE",1.28,4.67,3.18,3.39,3.78,2.16,5.5,2.91,3.6,2.97
"  Education                                                 ","MEAN",1083.05,1471.69,837.11,771.42,457.02,307.17,470.04,294.19,584.75,2122.37
"  Education                                                 ","SE",69.23,434.05,199.23,198.92,145.19,65.58,94.38,51.06,46.13,135.95
"    College tuition                                         ","MEAN",775.74,1333.84,677.14,680.77,391.76,218.78,354.56,142.93,380.26,1462.09
"    College tuition                                         ","SE",61.12,428.82,184.69,190.93,146.22,59.27,92.13,29.73,41.39,115.25
"    Elementary and high school tuition                      ","MEAN",154.07,7.03,16.78,12.84,2.24,14.68,24.69,44.7,93.89,392.4
"    Elementary and high school tuition                      ","SE",18.23,5.72,10.79,7.44,1.74,4.66,13.94,28.19,25.88,47.84
"    Vocational and technical school tuition                 ","MEAN",12.79,13.34,34.63,4.03,4.36,9.75,24.27,28.06,8.64,8.78
"    Vocational and technical school tuition                 ","SE",3.83,12.99,20.65,3.47,4.27,5.85,15.51,21.45,3.47,2.6
"    Test preparation, tutoring services                     ","MEAN",21.28,3.64,18.68,4.5,1.33,3.57,1.08,8.46,11.74,51.24
"    Test preparation, tutoring services                     ","SE",2.93,1.53,18.04,1.8,0.91,2.08,0.59,6.59,3.51,8.74
"    Other schools tuition                                   ","MEAN",10.48,0.86,0.34,0.74,0.78,7.94,7.39,3.05,8.63,21.45
"    Other schools tuition                                   ","SE",3.45,0.65,0.36,0.78,0.78,8.01,4.9,1.62,3.72,12.15
"    Other school expenses including rentals                 ","MEAN",41.13,40.35,5.3,19.57,19.56,17.88,20.72,35.95,34.77,72.5
"    Other school expenses including rentals                 ","SE",2.97,18.42,1.89,6.45,7.69,4.59,4.68,13.02,6,6.07
"    School books, supplies, equipment for college           ","MEAN",48.37,71.51,73.51,41.89,28.1,25.65,26.08,20.39,32.75,76.23
"    School books, supplies, equipment for college           ","SE",3.67,14.46,16.12,8.32,6.13,5.06,5.7,4.88,6.34,7.58
"    School books, supplies, equipment for elementary, high  ","MEAN",15.92,0.91,8.43,6.07,7.39,6.91,9.15,9.1,12.84,30.95
"    School books, supplies, equipment for elementary, high  ","SE",1.15,0.48,2.37,1.12,2.44,1.33,1.63,1.55,2.21,2.65
"    School books, supplies, equipment for vocational and    ","MEAN",1.36,0.13,2.29,0.92,0,1.7,1.92,0.42,0.5,2.09
"    School books, supplies, equipment for vocational and    ","SE",0.46,0.13,1.63,0.95,0,1,1.76,0.42,0.47,1.08
"    School books, supplies, equipment for day care, nursery ","MEAN",1.03,0.05,0,0.06,0,0.07,0.09,0.28,0.18,2.86
"    School books, supplies, equipment for day care, nursery ","SE",0.29,0.06,0,0.06,0,0.05,0.06,0.17,0.11,0.83
"    School books, supplies, equipment for other schools     ","MEAN",0.88,0.03,0,0.04,1.51,0.25,0.1,0.84,0.54,1.78
"    School books, supplies, equipment for other schools     ","SE",0.15,0.03,0,0.04,1.51,0.17,0.06,0.47,0.24,0.42
"  Tobacco products and smoking supplies                     ","MEAN",306.97,260.57,274.24,252.01,289.43,328.59,332.45,322.17,342.95,296.78
"  Tobacco products and smoking supplies                     ","SE",11.77,23.77,32.06,24.5,25.03,21.21,28.66,23.13,30.24,18.96
"    Cigarettes                                              ","MEAN",280.71,243.03,251,234.56,273.04,296.34,306.55,298.54,320.97,264.76
"    Cigarettes                                              ","SE",11.46,22.34,30.75,23.82,23.97,17.65,29.51,22.76,30.2,17.23
"    Other tobacco products                                  ","MEAN",26.26,17.53,23.24,17.45,16.39,32.25,25.9,23.63,21.98,32.03
"    Other tobacco products                                  ","SE",2.64,4.32,5.27,3.44,4.48,9.93,4.31,3.96,3.26,5.32
"  Miscellaneous                                             ","MEAN",557.88,362.66,233.11,154.72,357.25,280.29,455.79,510.15,540.5,891.74
"  Miscellaneous                                             ","SE",23.71,128.97,61.5,28.2,68.3,35.31,68.01,53.67,47.82,50.14
"    Lotteries and pari-mutuel losses                        ","MEAN",45.32,27.66,20.86,24.74,37.38,32.65,48.97,45.61,47.21,58.77
"    Lotteries and pari-mutuel losses                        ","SE",3.17,6.57,7.53,5.47,8.14,5.64,9.05,8.28,6.79,7.1
"    Legal fees                                              ","MEAN",127.04,172.15,26.27,19.19,78.72,41.01,95.18,136.58,108.7,208.41
"    Legal fees                                              ","SE",14.16,113.89,14.81,7.47,47.27,14.88,26.3,35.04,23.53,31.7
"    Funeral expenses                                        ","MEAN",61.74,64.83,91.89,39.61,84.8,76.74,87.6,45.22,57.69,50.3
"    Funeral expenses                                        ","SE",9.18,54.72,55.23,21.92,39.63,31.04,46.94,21.46,17.89,16.9
"    Safe deposit box rental                                 ","MEAN",2.99,1.2,1.25,1.94,3.28,2.31,1.49,1.79,2.7,4.73
"    Safe deposit box rental                                 ","SE",0.24,0.45,0.58,0.67,0.81,0.44,0.33,0.39,0.53,0.55
"    Checking accounts, other bank service charges           ","MEAN",25.35,19.53,19.07,15.94,21.86,22.75,26.09,27.33,23.8,30.26
"    Checking accounts, other bank service charges           ","SE",1.52,4.32,5.74,2.68,4.75,4.18,4.26,4.02,2.63,2.46
"    Cemetery lots, vaults, maintenance fees                 ","MEAN",9.32,5.49,4.87,1.83,25.44,2.12,24.52,1.88,6.97,9.5
"    Cemetery lots, vaults, maintenance fees                 ","SE",3.06,5.4,4.96,1.09,13.62,0.98,15.01,1.65,3.27,6.85
"    Accounting fees                                         ","MEAN",65.32,25.77,31.71,11.47,23.77,35.39,44.88,53.2,59.92,115.99
"    Accounting fees                                         ","SE",3.38,10.29,13.61,3.86,5.5,5.02,7.07,6.47,7.1,7.79
"    Finance charges excluding mortgage and vehicle (thru    ","MEAN",0,0,0,0,0,0,0,0,0,0
"    Finance, late, interest charges for credit cards (new UC","MEAN",62.03,10.27,6.96,12.26,55.99,12.18,38.06,80.7,61.65,107.19
